"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"< 1 year"	"0"	"Arizona"	"04"	"2028"	"2028"	150037
	"< 1 year"	"0"	"Arizona"	"04"	"2029"	"2029"	152973
	"< 1 year"	"0"	"Arizona"	"04"	"2030"	"2030"	155982
	"< 1 year"	"0"	"Arkansas"	"05"	"2021"	"2021"	40885
	"< 1 year"	"0"	"Arkansas"	"05"	"2022"	"2022"	41275
	"< 1 year"	"0"	"Arkansas"	"05"	"2023"	"2023"	41692
	"< 1 year"	"0"	"Arkansas"	"05"	"2024"	"2024"	42112
	"< 1 year"	"0"	"Arkansas"	"05"	"2025"	"2025"	42538
	"< 1 year"	"0"	"Arkansas"	"05"	"2026"	"2026"	42902
	"< 1 year"	"0"	"Arkansas"	"05"	"2027"	"2027"	43225
	"< 1 year"	"0"	"Arkansas"	"05"	"2028"	"2028"	43543
	"< 1 year"	"0"	"Arkansas"	"05"	"2029"	"2029"	43865
	"< 1 year"	"0"	"Arkansas"	"05"	"2030"	"2030"	44159
	"< 1 year"	"0"	"California"	"06"	"2021"	"2021"	636814
	"< 1 year"	"0"	"California"	"06"	"2022"	"2022"	636673
	"< 1 year"	"0"	"California"	"06"	"2023"	"2023"	636452
	"< 1 year"	"0"	"California"	"06"	"2024"	"2024"	636108
	"< 1 year"	"0"	"California"	"06"	"2025"	"2025"	635809
	"< 1 year"	"0"	"California"	"06"	"2026"	"2026"	635561
	"< 1 year"	"0"	"California"	"06"	"2027"	"2027"	635455
	"< 1 year"	"0"	"California"	"06"	"2028"	"2028"	635787
	"< 1 year"	"0"	"California"	"06"	"2029"	"2029"	636733
	"< 1 year"	"0"	"California"	"06"	"2030"	"2030"	638316
	"< 1 year"	"0"	"Colorado"	"08"	"2021"	"2021"	79404
	"< 1 year"	"0"	"Colorado"	"08"	"2022"	"2022"	80136
	"< 1 year"	"0"	"Colorado"	"08"	"2023"	"2023"	80863
	"< 1 year"	"0"	"Colorado"	"08"	"2024"	"2024"	81593
	"< 1 year"	"0"	"Colorado"	"08"	"2025"	"2025"	82326
	"< 1 year"	"0"	"Colorado"	"08"	"2026"	"2026"	83061
	"< 1 year"	"0"	"Colorado"	"08"	"2027"	"2027"	83781
	"< 1 year"	"0"	"Colorado"	"08"	"2028"	"2028"	84547
	"< 1 year"	"0"	"Colorado"	"08"	"2029"	"2029"	85351
	"< 1 year"	"0"	"Colorado"	"08"	"2030"	"2030"	86220
	"< 1 year"	"0"	"Connecticut"	"09"	"2021"	"2021"	46220
	"< 1 year"	"0"	"Connecticut"	"09"	"2022"	"2022"	46017
	"< 1 year"	"0"	"Connecticut"	"09"	"2023"	"2023"	45769
	"< 1 year"	"0"	"Connecticut"	"09"	"2024"	"2024"	45483
	"< 1 year"	"0"	"Connecticut"	"09"	"2025"	"2025"	45190
	"< 1 year"	"0"	"Connecticut"	"09"	"2026"	"2026"	44836
	"< 1 year"	"0"	"Connecticut"	"09"	"2027"	"2027"	44442
	"< 1 year"	"0"	"Connecticut"	"09"	"2028"	"2028"	44079
	"< 1 year"	"0"	"Connecticut"	"09"	"2029"	"2029"	43732
	"< 1 year"	"0"	"Connecticut"	"09"	"2030"	"2030"	43414
	"< 1 year"	"0"	"Delaware"	"10"	"2021"	"2021"	11987
	"< 1 year"	"0"	"Delaware"	"10"	"2022"	"2022"	11994
	"< 1 year"	"0"	"Delaware"	"10"	"2023"	"2023"	11986
	"< 1 year"	"0"	"Delaware"	"10"	"2024"	"2024"	11986
	"< 1 year"	"0"	"Delaware"	"10"	"2025"	"2025"	11991
	"< 1 year"	"0"	"Delaware"	"10"	"2026"	"2026"	11999
	"< 1 year"	"0"	"Delaware"	"10"	"2027"	"2027"	12011
	"< 1 year"	"0"	"Delaware"	"10"	"2028"	"2028"	12034
	"< 1 year"	"0"	"Delaware"	"10"	"2029"	"2029"	12072
	"< 1 year"	"0"	"Delaware"	"10"	"2030"	"2030"	12117
	"< 1 year"	"0"	"District of Columbia"	"11"	"2021"	"2021"	7668
	"< 1 year"	"0"	"District of Columbia"	"11"	"2022"	"2022"	7607
	"< 1 year"	"0"	"District of Columbia"	"11"	"2023"	"2023"	7550
	"< 1 year"	"0"	"District of Columbia"	"11"	"2024"	"2024"	7505
	"< 1 year"	"0"	"District of Columbia"	"11"	"2025"	"2025"	7471
	"< 1 year"	"0"	"District of Columbia"	"11"	"2026"	"2026"	7425
	"< 1 year"	"0"	"District of Columbia"	"11"	"2027"	"2027"	7394
	"< 1 year"	"0"	"District of Columbia"	"11"	"2028"	"2028"	7371
	"< 1 year"	"0"	"District of Columbia"	"11"	"2029"	"2029"	7358
	"< 1 year"	"0"	"District of Columbia"	"11"	"2030"	"2030"	7358
	"< 1 year"	"0"	"Florida"	"12"	"2021"	"2021"	279099
	"< 1 year"	"0"	"Florida"	"12"	"2022"	"2022"	283402
	"< 1 year"	"0"	"Florida"	"12"	"2023"	"2023"	288039
	"< 1 year"	"0"	"Florida"	"12"	"2024"	"2024"	293036
	"< 1 year"	"0"	"Florida"	"12"	"2025"	"2025"	298402
	"< 1 year"	"0"	"Florida"	"12"	"2026"	"2026"	303939
	"< 1 year"	"0"	"Florida"	"12"	"2027"	"2027"	309691
	"< 1 year"	"0"	"Florida"	"12"	"2028"	"2028"	315842
	"< 1 year"	"0"	"Florida"	"12"	"2029"	"2029"	322432
	"< 1 year"	"0"	"Florida"	"12"	"2030"	"2030"	329418
	"< 1 year"	"0"	"Georgia"	"13"	"2021"	"2021"	169511
	"< 1 year"	"0"	"Georgia"	"13"	"2022"	"2022"	171865
	"< 1 year"	"0"	"Georgia"	"13"	"2023"	"2023"	174145
	"< 1 year"	"0"	"Georgia"	"13"	"2024"	"2024"	176390
	"< 1 year"	"0"	"Georgia"	"13"	"2025"	"2025"	178597
	"< 1 year"	"0"	"Georgia"	"13"	"2026"	"2026"	180661
	"< 1 year"	"0"	"Georgia"	"13"	"2027"	"2027"	182594
	"< 1 year"	"0"	"Georgia"	"13"	"2028"	"2028"	184482
	"< 1 year"	"0"	"Georgia"	"13"	"2029"	"2029"	186320
	"< 1 year"	"0"	"Georgia"	"13"	"2030"	"2030"	188068
	"< 1 year"	"0"	"Hawaii"	"15"	"2021"	"2021"	19317
	"< 1 year"	"0"	"Hawaii"	"15"	"2022"	"2022"	19195
	"< 1 year"	"0"	"Hawaii"	"15"	"2023"	"2023"	19068
	"< 1 year"	"0"	"Hawaii"	"15"	"2024"	"2024"	18958
	"< 1 year"	"0"	"Hawaii"	"15"	"2025"	"2025"	18872
	"< 1 year"	"0"	"Hawaii"	"15"	"2026"	"2026"	18767
	"< 1 year"	"0"	"Hawaii"	"15"	"2027"	"2027"	18665
	"< 1 year"	"0"	"Hawaii"	"15"	"2028"	"2028"	18575
	"< 1 year"	"0"	"Hawaii"	"15"	"2029"	"2029"	18496
	"< 1 year"	"0"	"Hawaii"	"15"	"2030"	"2030"	18445
	"< 1 year"	"0"	"Idaho"	"16"	"2021"	"2021"	23772
	"< 1 year"	"0"	"Idaho"	"16"	"2022"	"2022"	23955
	"< 1 year"	"0"	"Idaho"	"16"	"2023"	"2023"	24184
	"< 1 year"	"0"	"Idaho"	"16"	"2024"	"2024"	24458
	"< 1 year"	"0"	"Idaho"	"16"	"2025"	"2025"	24792
	"< 1 year"	"0"	"Idaho"	"16"	"2026"	"2026"	25150
	"< 1 year"	"0"	"Idaho"	"16"	"2027"	"2027"	25530
	"< 1 year"	"0"	"Idaho"	"16"	"2028"	"2028"	25957
	"< 1 year"	"0"	"Idaho"	"16"	"2029"	"2029"	26426
	"< 1 year"	"0"	"Idaho"	"16"	"2030"	"2030"	26935
	"< 1 year"	"0"	"Illinois"	"17"	"2021"	"2021"	188688
	"< 1 year"	"0"	"Illinois"	"17"	"2022"	"2022"	188466
	"< 1 year"	"0"	"Illinois"	"17"	"2023"	"2023"	188265
	"< 1 year"	"0"	"Illinois"	"17"	"2024"	"2024"	188151
	"< 1 year"	"0"	"Illinois"	"17"	"2025"	"2025"	188125
	"< 1 year"	"0"	"Illinois"	"17"	"2026"	"2026"	188091
	"< 1 year"	"0"	"Illinois"	"17"	"2027"	"2027"	188043
	"< 1 year"	"0"	"Illinois"	"17"	"2028"	"2028"	188110
	"< 1 year"	"0"	"Illinois"	"17"	"2029"	"2029"	188311
	"< 1 year"	"0"	"Illinois"	"17"	"2030"	"2030"	188593
	"< 1 year"	"0"	"Indiana"	"18"	"2021"	"2021"	91787
	"< 1 year"	"0"	"Indiana"	"18"	"2022"	"2022"	92220
	"< 1 year"	"0"	"Indiana"	"18"	"2023"	"2023"	92668
	"< 1 year"	"0"	"Indiana"	"18"	"2024"	"2024"	93150
	"< 1 year"	"0"	"Indiana"	"18"	"2025"	"2025"	93677
	"< 1 year"	"0"	"Indiana"	"18"	"2026"	"2026"	94147
	"< 1 year"	"0"	"Indiana"	"18"	"2027"	"2027"	94567
	"< 1 year"	"0"	"Indiana"	"18"	"2028"	"2028"	95046
	"< 1 year"	"0"	"Indiana"	"18"	"2029"	"2029"	95571
	"< 1 year"	"0"	"Indiana"	"18"	"2030"	"2030"	96150
	"< 1 year"	"0"	"Iowa"	"19"	"2021"	"2021"	36410
	"< 1 year"	"0"	"Iowa"	"19"	"2022"	"2022"	36223
	"< 1 year"	"0"	"Iowa"	"19"	"2023"	"2023"	36077
	"< 1 year"	"0"	"Iowa"	"19"	"2024"	"2024"	35945
	"< 1 year"	"0"	"Iowa"	"19"	"2025"	"2025"	35841
	"< 1 year"	"0"	"Iowa"	"19"	"2026"	"2026"	35732
	"< 1 year"	"0"	"Iowa"	"19"	"2027"	"2027"	35615
	"< 1 year"	"0"	"Iowa"	"19"	"2028"	"2028"	35532
	"< 1 year"	"0"	"Iowa"	"19"	"2029"	"2029"	35494
	"< 1 year"	"0"	"Iowa"	"19"	"2030"	"2030"	35471
	"< 1 year"	"0"	"Kansas"	"20"	"2021"	"2021"	39647
	"< 1 year"	"0"	"Kansas"	"20"	"2022"	"2022"	39573
	"< 1 year"	"0"	"Kansas"	"20"	"2023"	"2023"	39519
	"< 1 year"	"0"	"Kansas"	"20"	"2024"	"2024"	39482
	"< 1 year"	"0"	"Kansas"	"20"	"2025"	"2025"	39476
	"< 1 year"	"0"	"Kansas"	"20"	"2026"	"2026"	39466
	"< 1 year"	"0"	"Kansas"	"20"	"2027"	"2027"	39450
	"< 1 year"	"0"	"Kansas"	"20"	"2028"	"2028"	39458
	"< 1 year"	"0"	"Kansas"	"20"	"2029"	"2029"	39500
	"< 1 year"	"0"	"Kansas"	"20"	"2030"	"2030"	39563
	"< 1 year"	"0"	"Kentucky"	"21"	"2021"	"2021"	54524
	"< 1 year"	"0"	"Kentucky"	"21"	"2022"	"2022"	54883
	"< 1 year"	"0"	"Kentucky"	"21"	"2023"	"2023"	55264
	"< 1 year"	"0"	"Kentucky"	"21"	"2024"	"2024"	55690
	"< 1 year"	"0"	"Kentucky"	"21"	"2025"	"2025"	56164
	"< 1 year"	"0"	"Kentucky"	"21"	"2026"	"2026"	56606
	"< 1 year"	"0"	"Kentucky"	"21"	"2027"	"2027"	57014
	"< 1 year"	"0"	"Kentucky"	"21"	"2028"	"2028"	57460
	"< 1 year"	"0"	"Kentucky"	"21"	"2029"	"2029"	57945
	"< 1 year"	"0"	"Kentucky"	"21"	"2030"	"2030"	58467
	"< 1 year"	"0"	"Louisiana"	"22"	"2021"	"2021"	63548
	"< 1 year"	"0"	"Louisiana"	"22"	"2022"	"2022"	63755
	"< 1 year"	"0"	"Louisiana"	"22"	"2023"	"2023"	64073
	"< 1 year"	"0"	"Louisiana"	"22"	"2024"	"2024"	64476
	"< 1 year"	"0"	"Louisiana"	"22"	"2025"	"2025"	64953
	"< 1 year"	"0"	"Louisiana"	"22"	"2026"	"2026"	65423
	"< 1 year"	"0"	"Louisiana"	"22"	"2027"	"2027"	65865
	"< 1 year"	"0"	"Louisiana"	"22"	"2028"	"2028"	66345
	"< 1 year"	"0"	"Louisiana"	"22"	"2029"	"2029"	66857
	"< 1 year"	"0"	"Louisiana"	"22"	"2030"	"2030"	67378
	"< 1 year"	"0"	"Maine"	"23"	"2021"	"2021"	13372
	"< 1 year"	"0"	"Maine"	"23"	"2022"	"2022"	13203
	"< 1 year"	"0"	"Maine"	"23"	"2023"	"2023"	13049
	"< 1 year"	"0"	"Maine"	"23"	"2024"	"2024"	12919
	"< 1 year"	"0"	"Maine"	"23"	"2025"	"2025"	12815
	"< 1 year"	"0"	"Maine"	"23"	"2026"	"2026"	12724
	"< 1 year"	"0"	"Maine"	"23"	"2027"	"2027"	12656
	"< 1 year"	"0"	"Maine"	"23"	"2028"	"2028"	12619
	"< 1 year"	"0"	"Maine"	"23"	"2029"	"2029"	12612
	"< 1 year"	"0"	"Maine"	"23"	"2030"	"2030"	12641
	"< 1 year"	"0"	"Maryland"	"24"	"2021"	"2021"	93861
	"< 1 year"	"0"	"Maryland"	"24"	"2022"	"2022"	94089
	"< 1 year"	"0"	"Maryland"	"24"	"2023"	"2023"	94314
	"< 1 year"	"0"	"Maryland"	"24"	"2024"	"2024"	94543
	"< 1 year"	"0"	"Maryland"	"24"	"2025"	"2025"	94854
	"< 1 year"	"0"	"Maryland"	"24"	"2026"	"2026"	95181
	"< 1 year"	"0"	"Maryland"	"24"	"2027"	"2027"	95570
	"< 1 year"	"0"	"Maryland"	"24"	"2028"	"2028"	96130
	"< 1 year"	"0"	"Maryland"	"24"	"2029"	"2029"	96827
	"< 1 year"	"0"	"Maryland"	"24"	"2030"	"2030"	97676
	"< 1 year"	"0"	"Massachusetts"	"25"	"2021"	"2021"	86221
	"< 1 year"	"0"	"Massachusetts"	"25"	"2022"	"2022"	86500
	"< 1 year"	"0"	"Massachusetts"	"25"	"2023"	"2023"	86693
	"< 1 year"	"0"	"Massachusetts"	"25"	"2024"	"2024"	86802
	"< 1 year"	"0"	"Massachusetts"	"25"	"2025"	"2025"	86861
	"< 1 year"	"0"	"Massachusetts"	"25"	"2026"	"2026"	86772
	"< 1 year"	"0"	"Massachusetts"	"25"	"2027"	"2027"	86595
	"< 1 year"	"0"	"Massachusetts"	"25"	"2028"	"2028"	86453
	"< 1 year"	"0"	"Massachusetts"	"25"	"2029"	"2029"	86338
	"< 1 year"	"0"	"Massachusetts"	"25"	"2030"	"2030"	86295
	"< 1 year"	"0"	"Michigan"	"26"	"2021"	"2021"	134454
	"< 1 year"	"0"	"Michigan"	"26"	"2022"	"2022"	133732
	"< 1 year"	"0"	"Michigan"	"26"	"2023"	"2023"	133091
	"< 1 year"	"0"	"Michigan"	"26"	"2024"	"2024"	132575
	"< 1 year"	"0"	"Michigan"	"26"	"2025"	"2025"	132166
	"< 1 year"	"0"	"Michigan"	"26"	"2026"	"2026"	131806
	"< 1 year"	"0"	"Michigan"	"26"	"2027"	"2027"	131483
	"< 1 year"	"0"	"Michigan"	"26"	"2028"	"2028"	131353
	"< 1 year"	"0"	"Michigan"	"26"	"2029"	"2029"	131365
	"< 1 year"	"0"	"Michigan"	"26"	"2030"	"2030"	131526
	"< 1 year"	"0"	"Minnesota"	"27"	"2021"	"2021"	80855
	"< 1 year"	"0"	"Minnesota"	"27"	"2022"	"2022"	80860
	"< 1 year"	"0"	"Minnesota"	"27"	"2023"	"2023"	80898
	"< 1 year"	"0"	"Minnesota"	"27"	"2024"	"2024"	80972
	"< 1 year"	"0"	"Minnesota"	"27"	"2025"	"2025"	81141
	"< 1 year"	"0"	"Minnesota"	"27"	"2026"	"2026"	81339
	"< 1 year"	"0"	"Minnesota"	"27"	"2027"	"2027"	81572
	"< 1 year"	"0"	"Minnesota"	"27"	"2028"	"2028"	81925
	"< 1 year"	"0"	"Minnesota"	"27"	"2029"	"2029"	82426
	"< 1 year"	"0"	"Minnesota"	"27"	"2030"	"2030"	83040
	"< 1 year"	"0"	"Mississippi"	"28"	"2021"	"2021"	38765
	"< 1 year"	"0"	"Mississippi"	"28"	"2022"	"2022"	38817
	"< 1 year"	"0"	"Mississippi"	"28"	"2023"	"2023"	38933
	"< 1 year"	"0"	"Mississippi"	"28"	"2024"	"2024"	39080
	"< 1 year"	"0"	"Mississippi"	"28"	"2025"	"2025"	39271
	"< 1 year"	"0"	"Mississippi"	"28"	"2026"	"2026"	39461
	"< 1 year"	"0"	"Mississippi"	"28"	"2027"	"2027"	39627
	"< 1 year"	"0"	"Mississippi"	"28"	"2028"	"2028"	39826
	"< 1 year"	"0"	"Mississippi"	"28"	"2029"	"2029"	40047
	"< 1 year"	"0"	"Mississippi"	"28"	"2030"	"2030"	40269
	"< 1 year"	"0"	"Missouri"	"29"	"2021"	"2021"	79602
	"< 1 year"	"0"	"Missouri"	"29"	"2022"	"2022"	79829
	"< 1 year"	"0"	"Missouri"	"29"	"2023"	"2023"	80141
	"< 1 year"	"0"	"Missouri"	"29"	"2024"	"2024"	80579
	"< 1 year"	"0"	"Missouri"	"29"	"2025"	"2025"	81113
	"< 1 year"	"0"	"Missouri"	"29"	"2026"	"2026"	81670
	"< 1 year"	"0"	"Missouri"	"29"	"2027"	"2027"	82234
	"< 1 year"	"0"	"Missouri"	"29"	"2028"	"2028"	82911
	"< 1 year"	"0"	"Missouri"	"29"	"2029"	"2029"	83679
	"< 1 year"	"0"	"Missouri"	"29"	"2030"	"2030"	84520
	"< 1 year"	"0"	"Montana"	"30"	"2021"	"2021"	10869
	"< 1 year"	"0"	"Montana"	"30"	"2022"	"2022"	10800
	"< 1 year"	"0"	"Montana"	"30"	"2023"	"2023"	10748
	"< 1 year"	"0"	"Montana"	"30"	"2024"	"2024"	10719
	"< 1 year"	"0"	"Montana"	"30"	"2025"	"2025"	10713
	"< 1 year"	"0"	"Montana"	"30"	"2026"	"2026"	10721
	"< 1 year"	"0"	"Montana"	"30"	"2027"	"2027"	10735
	"< 1 year"	"0"	"Montana"	"30"	"2028"	"2028"	10773
	"< 1 year"	"0"	"Montana"	"30"	"2029"	"2029"	10839
	"< 1 year"	"0"	"Montana"	"30"	"2030"	"2030"	10895
	"< 1 year"	"0"	"Nebraska"	"31"	"2021"	"2021"	25170
	"< 1 year"	"0"	"Nebraska"	"31"	"2022"	"2022"	25171
	"< 1 year"	"0"	"Nebraska"	"31"	"2023"	"2023"	25193
	"< 1 year"	"0"	"Nebraska"	"31"	"2024"	"2024"	25229
	"< 1 year"	"0"	"Nebraska"	"31"	"2025"	"2025"	25280
	"< 1 year"	"0"	"Nebraska"	"31"	"2026"	"2026"	25319
	"< 1 year"	"0"	"Nebraska"	"31"	"2027"	"2027"	25347
	"< 1 year"	"0"	"Nebraska"	"31"	"2028"	"2028"	25391
	"< 1 year"	"0"	"Nebraska"	"31"	"2029"	"2029"	25433
	"< 1 year"	"0"	"Nebraska"	"31"	"2030"	"2030"	25487
	"< 1 year"	"0"	"Nevada"	"32"	"2021"	"2021"	54117
	"< 1 year"	"0"	"Nevada"	"32"	"2022"	"2022"	55204
	"< 1 year"	"0"	"Nevada"	"32"	"2023"	"2023"	56232
	"< 1 year"	"0"	"Nevada"	"32"	"2024"	"2024"	57220
	"< 1 year"	"0"	"Nevada"	"32"	"2025"	"2025"	58146
	"< 1 year"	"0"	"Nevada"	"32"	"2026"	"2026"	59017
	"< 1 year"	"0"	"Nevada"	"32"	"2027"	"2027"	59855
	"< 1 year"	"0"	"Nevada"	"32"	"2028"	"2028"	60645
	"< 1 year"	"0"	"Nevada"	"32"	"2029"	"2029"	61417
	"< 1 year"	"0"	"Nevada"	"32"	"2030"	"2030"	62153
	"< 1 year"	"0"	"New Hampshire"	"33"	"2021"	"2021"	17610
	"< 1 year"	"0"	"New Hampshire"	"33"	"2022"	"2022"	17600
	"< 1 year"	"0"	"New Hampshire"	"33"	"2023"	"2023"	17598
	"< 1 year"	"0"	"New Hampshire"	"33"	"2024"	"2024"	17602
	"< 1 year"	"0"	"New Hampshire"	"33"	"2025"	"2025"	17646
	"< 1 year"	"0"	"New Hampshire"	"33"	"2026"	"2026"	17693
	"< 1 year"	"0"	"New Hampshire"	"33"	"2027"	"2027"	17753
	"< 1 year"	"0"	"New Hampshire"	"33"	"2028"	"2028"	17870
	"< 1 year"	"0"	"New Hampshire"	"33"	"2029"	"2029"	18036
	"< 1 year"	"0"	"New Hampshire"	"33"	"2030"	"2030"	18250
	"< 1 year"	"0"	"New Jersey"	"34"	"2021"	"2021"	121729
	"< 1 year"	"0"	"New Jersey"	"34"	"2022"	"2022"	121730
	"< 1 year"	"0"	"New Jersey"	"34"	"2023"	"2023"	121703
	"< 1 year"	"0"	"New Jersey"	"34"	"2024"	"2024"	121662
	"< 1 year"	"0"	"New Jersey"	"34"	"2025"	"2025"	121625
	"< 1 year"	"0"	"New Jersey"	"34"	"2026"	"2026"	121516
	"< 1 year"	"0"	"New Jersey"	"34"	"2027"	"2027"	121351
	"< 1 year"	"0"	"New Jersey"	"34"	"2028"	"2028"	121261
	"< 1 year"	"0"	"New Jersey"	"34"	"2029"	"2029"	121257
	"< 1 year"	"0"	"New Jersey"	"34"	"2030"	"2030"	121316
	"< 1 year"	"0"	"New Mexico"	"35"	"2021"	"2021"	27433
	"< 1 year"	"0"	"New Mexico"	"35"	"2022"	"2022"	27187
	"< 1 year"	"0"	"New Mexico"	"35"	"2023"	"2023"	26950
	"< 1 year"	"0"	"New Mexico"	"35"	"2024"	"2024"	26751
	"< 1 year"	"0"	"New Mexico"	"35"	"2025"	"2025"	26583
	"< 1 year"	"0"	"New Mexico"	"35"	"2026"	"2026"	26423
	"< 1 year"	"0"	"New Mexico"	"35"	"2027"	"2027"	26268
	"< 1 year"	"0"	"New Mexico"	"35"	"2028"	"2028"	26130
	"< 1 year"	"0"	"New Mexico"	"35"	"2029"	"2029"	25987
	"< 1 year"	"0"	"New Mexico"	"35"	"2030"	"2030"	25829
	"< 1 year"	"0"	"New York"	"36"	"2021"	"2021"	256353
	"< 1 year"	"0"	"New York"	"36"	"2022"	"2022"	255258
	"< 1 year"	"0"	"New York"	"36"	"2023"	"2023"	254063
	"< 1 year"	"0"	"New York"	"36"	"2024"	"2024"	252788
	"< 1 year"	"0"	"New York"	"36"	"2025"	"2025"	251510
	"< 1 year"	"0"	"New York"	"36"	"2026"	"2026"	250101
	"< 1 year"	"0"	"New York"	"36"	"2027"	"2027"	248648
	"< 1 year"	"0"	"New York"	"36"	"2028"	"2028"	247413
	"< 1 year"	"0"	"New York"	"36"	"2029"	"2029"	246477
	"< 1 year"	"0"	"New York"	"36"	"2030"	"2030"	245824
	"< 1 year"	"0"	"North Carolina"	"37"	"2021"	"2021"	159930
	"< 1 year"	"0"	"North Carolina"	"37"	"2022"	"2022"	162826
	"< 1 year"	"0"	"North Carolina"	"37"	"2023"	"2023"	165623
	"< 1 year"	"0"	"North Carolina"	"37"	"2024"	"2024"	168371
	"< 1 year"	"0"	"North Carolina"	"37"	"2025"	"2025"	171056
	"< 1 year"	"0"	"North Carolina"	"37"	"2026"	"2026"	173564
	"< 1 year"	"0"	"North Carolina"	"37"	"2027"	"2027"	175948
	"< 1 year"	"0"	"North Carolina"	"37"	"2028"	"2028"	178335
	"< 1 year"	"0"	"North Carolina"	"37"	"2029"	"2029"	180701
	"< 1 year"	"0"	"North Carolina"	"37"	"2030"	"2030"	183074
	"< 1 year"	"0"	"North Dakota"	"38"	"2021"	"2021"	7285
	"< 1 year"	"0"	"North Dakota"	"38"	"2022"	"2022"	7223
	"< 1 year"	"0"	"North Dakota"	"38"	"2023"	"2023"	7161
	"< 1 year"	"0"	"North Dakota"	"38"	"2024"	"2024"	7120
	"< 1 year"	"0"	"North Dakota"	"38"	"2025"	"2025"	7080
	"< 1 year"	"0"	"North Dakota"	"38"	"2026"	"2026"	7042
	"< 1 year"	"0"	"North Dakota"	"38"	"2027"	"2027"	7009
	"< 1 year"	"0"	"North Dakota"	"38"	"2028"	"2028"	6983
	"< 1 year"	"0"	"North Dakota"	"38"	"2029"	"2029"	6980
	"< 1 year"	"0"	"North Dakota"	"38"	"2030"	"2030"	6985
	"< 1 year"	"0"	"Ohio"	"39"	"2021"	"2021"	146425
	"< 1 year"	"0"	"Ohio"	"39"	"2022"	"2022"	145980
	"< 1 year"	"0"	"Ohio"	"39"	"2023"	"2023"	145672
	"< 1 year"	"0"	"Ohio"	"39"	"2024"	"2024"	145521
	"< 1 year"	"0"	"Ohio"	"39"	"2025"	"2025"	145541
	"< 1 year"	"0"	"Ohio"	"39"	"2026"	"2026"	145589
	"< 1 year"	"0"	"Ohio"	"39"	"2027"	"2027"	145665
	"< 1 year"	"0"	"Ohio"	"39"	"2028"	"2028"	145973
	"< 1 year"	"0"	"Ohio"	"39"	"2029"	"2029"	146466
	"< 1 year"	"0"	"Ohio"	"39"	"2030"	"2030"	147137
	"< 1 year"	"0"	"Oklahoma"	"40"	"2021"	"2021"	51873
	"< 1 year"	"0"	"Oklahoma"	"40"	"2022"	"2022"	52288
	"< 1 year"	"0"	"Oklahoma"	"40"	"2023"	"2023"	52749
	"< 1 year"	"0"	"Oklahoma"	"40"	"2024"	"2024"	53250
	"< 1 year"	"0"	"Oklahoma"	"40"	"2025"	"2025"	53797
	"< 1 year"	"0"	"Oklahoma"	"40"	"2026"	"2026"	54276
	"< 1 year"	"0"	"Oklahoma"	"40"	"2027"	"2027"	54727
	"< 1 year"	"0"	"Oklahoma"	"40"	"2028"	"2028"	55171
	"< 1 year"	"0"	"Oklahoma"	"40"	"2029"	"2029"	55609
	"< 1 year"	"0"	"Oklahoma"	"40"	"2030"	"2030"	56020
	"< 1 year"	"0"	"Oregon"	"41"	"2021"	"2021"	56498
	"< 1 year"	"0"	"Oregon"	"41"	"2022"	"2022"	57013
