"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"< 1 year"	"0"	"Iowa"	"19"	"2012"	"2012"	38242
	"< 1 year"	"0"	"Iowa"	"19"	"2013"	"2013"	38080
	"< 1 year"	"0"	"Iowa"	"19"	"2014"	"2014"	37899
	"< 1 year"	"0"	"Iowa"	"19"	"2015"	"2015"	37693
	"< 1 year"	"0"	"Iowa"	"19"	"2016"	"2016"	37462
	"< 1 year"	"0"	"Iowa"	"19"	"2017"	"2017"	37237
	"< 1 year"	"0"	"Iowa"	"19"	"2018"	"2018"	37019
	"< 1 year"	"0"	"Iowa"	"19"	"2019"	"2019"	36808
	"< 1 year"	"0"	"Iowa"	"19"	"2020"	"2020"	36606
	"< 1 year"	"0"	"Kansas"	"20"	"2011"	"2011"	40395
	"< 1 year"	"0"	"Kansas"	"20"	"2012"	"2012"	40411
	"< 1 year"	"0"	"Kansas"	"20"	"2013"	"2013"	40387
	"< 1 year"	"0"	"Kansas"	"20"	"2014"	"2014"	40329
	"< 1 year"	"0"	"Kansas"	"20"	"2015"	"2015"	40245
	"< 1 year"	"0"	"Kansas"	"20"	"2016"	"2016"	40146
	"< 1 year"	"0"	"Kansas"	"20"	"2017"	"2017"	40038
	"< 1 year"	"0"	"Kansas"	"20"	"2018"	"2018"	39926
	"< 1 year"	"0"	"Kansas"	"20"	"2019"	"2019"	39824
	"< 1 year"	"0"	"Kansas"	"20"	"2020"	"2020"	39728
	"< 1 year"	"0"	"Kentucky"	"21"	"2011"	"2011"	53972
	"< 1 year"	"0"	"Kentucky"	"21"	"2012"	"2012"	53890
	"< 1 year"	"0"	"Kentucky"	"21"	"2013"	"2013"	53795
	"< 1 year"	"0"	"Kentucky"	"21"	"2014"	"2014"	53716
	"< 1 year"	"0"	"Kentucky"	"21"	"2015"	"2015"	53660
	"< 1 year"	"0"	"Kentucky"	"21"	"2016"	"2016"	53640
	"< 1 year"	"0"	"Kentucky"	"21"	"2017"	"2017"	53677
	"< 1 year"	"0"	"Kentucky"	"21"	"2018"	"2018"	53784
	"< 1 year"	"0"	"Kentucky"	"21"	"2019"	"2019"	53979
	"< 1 year"	"0"	"Kentucky"	"21"	"2020"	"2020"	54232
	"< 1 year"	"0"	"Louisiana"	"22"	"2011"	"2011"	66935
	"< 1 year"	"0"	"Louisiana"	"22"	"2012"	"2012"	66558
	"< 1 year"	"0"	"Louisiana"	"22"	"2013"	"2013"	66096
	"< 1 year"	"0"	"Louisiana"	"22"	"2014"	"2014"	65564
	"< 1 year"	"0"	"Louisiana"	"22"	"2015"	"2015"	65022
	"< 1 year"	"0"	"Louisiana"	"22"	"2016"	"2016"	64496
	"< 1 year"	"0"	"Louisiana"	"22"	"2017"	"2017"	64029
	"< 1 year"	"0"	"Louisiana"	"22"	"2018"	"2018"	63705
	"< 1 year"	"0"	"Louisiana"	"22"	"2019"	"2019"	63517
	"< 1 year"	"0"	"Louisiana"	"22"	"2020"	"2020"	63464
	"< 1 year"	"0"	"Maine"	"23"	"2011"	"2011"	14497
	"< 1 year"	"0"	"Maine"	"23"	"2012"	"2012"	14517
	"< 1 year"	"0"	"Maine"	"23"	"2013"	"2013"	14496
	"< 1 year"	"0"	"Maine"	"23"	"2014"	"2014"	14430
	"< 1 year"	"0"	"Maine"	"23"	"2015"	"2015"	14339
	"< 1 year"	"0"	"Maine"	"23"	"2016"	"2016"	14215
	"< 1 year"	"0"	"Maine"	"23"	"2017"	"2017"	14067
	"< 1 year"	"0"	"Maine"	"23"	"2018"	"2018"	13909
	"< 1 year"	"0"	"Maine"	"23"	"2019"	"2019"	13734
	"< 1 year"	"0"	"Maine"	"23"	"2020"	"2020"	13550
	"< 1 year"	"0"	"Maryland"	"24"	"2011"	"2011"	86129
	"< 1 year"	"0"	"Maryland"	"24"	"2012"	"2012"	87520
	"< 1 year"	"0"	"Maryland"	"24"	"2013"	"2013"	88763
	"< 1 year"	"0"	"Maryland"	"24"	"2014"	"2014"	89857
	"< 1 year"	"0"	"Maryland"	"24"	"2015"	"2015"	90788
	"< 1 year"	"0"	"Maryland"	"24"	"2016"	"2016"	91580
	"< 1 year"	"0"	"Maryland"	"24"	"2017"	"2017"	92222
	"< 1 year"	"0"	"Maryland"	"24"	"2018"	"2018"	92773
	"< 1 year"	"0"	"Maryland"	"24"	"2019"	"2019"	93231
	"< 1 year"	"0"	"Maryland"	"24"	"2020"	"2020"	93595
	"< 1 year"	"0"	"Massachusetts"	"25"	"2011"	"2011"	81256
	"< 1 year"	"0"	"Massachusetts"	"25"	"2012"	"2012"	81733
	"< 1 year"	"0"	"Massachusetts"	"25"	"2013"	"2013"	82225
	"< 1 year"	"0"	"Massachusetts"	"25"	"2014"	"2014"	82712
	"< 1 year"	"0"	"Massachusetts"	"25"	"2015"	"2015"	83215
	"< 1 year"	"0"	"Massachusetts"	"25"	"2016"	"2016"	83740
	"< 1 year"	"0"	"Massachusetts"	"25"	"2017"	"2017"	84317
	"< 1 year"	"0"	"Massachusetts"	"25"	"2018"	"2018"	84866
	"< 1 year"	"0"	"Massachusetts"	"25"	"2019"	"2019"	85379
	"< 1 year"	"0"	"Massachusetts"	"25"	"2020"	"2020"	85842
	"< 1 year"	"0"	"Michigan"	"26"	"2011"	"2011"	138220
	"< 1 year"	"0"	"Michigan"	"26"	"2012"	"2012"	138549
	"< 1 year"	"0"	"Michigan"	"26"	"2013"	"2013"	138628
	"< 1 year"	"0"	"Michigan"	"26"	"2014"	"2014"	138471
	"< 1 year"	"0"	"Michigan"	"26"	"2015"	"2015"	138137
	"< 1 year"	"0"	"Michigan"	"26"	"2016"	"2016"	137676
	"< 1 year"	"0"	"Michigan"	"26"	"2017"	"2017"	137120
	"< 1 year"	"0"	"Michigan"	"26"	"2018"	"2018"	136517
	"< 1 year"	"0"	"Michigan"	"26"	"2019"	"2019"	135850
	"< 1 year"	"0"	"Michigan"	"26"	"2020"	"2020"	135162
	"< 1 year"	"0"	"Minnesota"	"27"	"2011"	"2011"	76509
	"< 1 year"	"0"	"Minnesota"	"27"	"2012"	"2012"	77485
	"< 1 year"	"0"	"Minnesota"	"27"	"2013"	"2013"	78327
	"< 1 year"	"0"	"Minnesota"	"27"	"2014"	"2014"	79013
	"< 1 year"	"0"	"Minnesota"	"27"	"2015"	"2015"	79576
	"< 1 year"	"0"	"Minnesota"	"27"	"2016"	"2016"	80018
	"< 1 year"	"0"	"Minnesota"	"27"	"2017"	"2017"	80340
	"< 1 year"	"0"	"Minnesota"	"27"	"2018"	"2018"	80566
	"< 1 year"	"0"	"Minnesota"	"27"	"2019"	"2019"	80722
	"< 1 year"	"0"	"Minnesota"	"27"	"2020"	"2020"	80811
	"< 1 year"	"0"	"Mississippi"	"28"	"2011"	"2011"	41433
	"< 1 year"	"0"	"Mississippi"	"28"	"2012"	"2012"	41067
	"< 1 year"	"0"	"Mississippi"	"28"	"2013"	"2013"	40660
	"< 1 year"	"0"	"Mississippi"	"28"	"2014"	"2014"	40238
	"< 1 year"	"0"	"Mississippi"	"28"	"2015"	"2015"	39837
	"< 1 year"	"0"	"Mississippi"	"28"	"2016"	"2016"	39484
	"< 1 year"	"0"	"Mississippi"	"28"	"2017"	"2017"	39166
	"< 1 year"	"0"	"Mississippi"	"28"	"2018"	"2018"	38945
	"< 1 year"	"0"	"Mississippi"	"28"	"2019"	"2019"	38801
	"< 1 year"	"0"	"Mississippi"	"28"	"2020"	"2020"	38746
	"< 1 year"	"0"	"Missouri"	"29"	"2011"	"2011"	79422
	"< 1 year"	"0"	"Missouri"	"29"	"2012"	"2012"	79604
	"< 1 year"	"0"	"Missouri"	"29"	"2013"	"2013"	79682
	"< 1 year"	"0"	"Missouri"	"29"	"2014"	"2014"	79666
	"< 1 year"	"0"	"Missouri"	"29"	"2015"	"2015"	79601
	"< 1 year"	"0"	"Missouri"	"29"	"2016"	"2016"	79495
	"< 1 year"	"0"	"Missouri"	"29"	"2017"	"2017"	79414
	"< 1 year"	"0"	"Missouri"	"29"	"2018"	"2018"	79364
	"< 1 year"	"0"	"Missouri"	"29"	"2019"	"2019"	79375
	"< 1 year"	"0"	"Missouri"	"29"	"2020"	"2020"	79449
	"< 1 year"	"0"	"Montana"	"30"	"2011"	"2011"	11832
	"< 1 year"	"0"	"Montana"	"30"	"2012"	"2012"	11793
	"< 1 year"	"0"	"Montana"	"30"	"2013"	"2013"	11724
	"< 1 year"	"0"	"Montana"	"30"	"2014"	"2014"	11637
	"< 1 year"	"0"	"Montana"	"30"	"2015"	"2015"	11546
	"< 1 year"	"0"	"Montana"	"30"	"2016"	"2016"	11435
	"< 1 year"	"0"	"Montana"	"30"	"2017"	"2017"	11312
	"< 1 year"	"0"	"Montana"	"30"	"2018"	"2018"	11194
	"< 1 year"	"0"	"Montana"	"30"	"2019"	"2019"	11074
	"< 1 year"	"0"	"Montana"	"30"	"2020"	"2020"	10962
	"< 1 year"	"0"	"Nebraska"	"31"	"2011"	"2011"	25564
	"< 1 year"	"0"	"Nebraska"	"31"	"2012"	"2012"	25561
	"< 1 year"	"0"	"Nebraska"	"31"	"2013"	"2013"	25523
	"< 1 year"	"0"	"Nebraska"	"31"	"2014"	"2014"	25461
	"< 1 year"	"0"	"Nebraska"	"31"	"2015"	"2015"	25403
	"< 1 year"	"0"	"Nebraska"	"31"	"2016"	"2016"	25343
	"< 1 year"	"0"	"Nebraska"	"31"	"2017"	"2017"	25277
	"< 1 year"	"0"	"Nebraska"	"31"	"2018"	"2018"	25221
	"< 1 year"	"0"	"Nebraska"	"31"	"2019"	"2019"	25175
	"< 1 year"	"0"	"Nebraska"	"31"	"2020"	"2020"	25165
	"< 1 year"	"0"	"Nevada"	"32"	"2011"	"2011"	41686
	"< 1 year"	"0"	"Nevada"	"32"	"2012"	"2012"	42935
	"< 1 year"	"0"	"Nevada"	"32"	"2013"	"2013"	44223
	"< 1 year"	"0"	"Nevada"	"32"	"2014"	"2014"	45504
	"< 1 year"	"0"	"Nevada"	"32"	"2015"	"2015"	46798
	"< 1 year"	"0"	"Nevada"	"32"	"2016"	"2016"	48058
	"< 1 year"	"0"	"Nevada"	"32"	"2017"	"2017"	49326
	"< 1 year"	"0"	"Nevada"	"32"	"2018"	"2018"	50580
	"< 1 year"	"0"	"Nevada"	"32"	"2019"	"2019"	51803
	"< 1 year"	"0"	"Nevada"	"32"	"2020"	"2020"	52983
	"< 1 year"	"0"	"New Hampshire"	"33"	"2011"	"2011"	16608
	"< 1 year"	"0"	"New Hampshire"	"33"	"2012"	"2012"	16843
	"< 1 year"	"0"	"New Hampshire"	"33"	"2013"	"2013"	17040
	"< 1 year"	"0"	"New Hampshire"	"33"	"2014"	"2014"	17205
	"< 1 year"	"0"	"New Hampshire"	"33"	"2015"	"2015"	17339
	"< 1 year"	"0"	"New Hampshire"	"33"	"2016"	"2016"	17437
	"< 1 year"	"0"	"New Hampshire"	"33"	"2017"	"2017"	17520
	"< 1 year"	"0"	"New Hampshire"	"33"	"2018"	"2018"	17573
	"< 1 year"	"0"	"New Hampshire"	"33"	"2019"	"2019"	17595
	"< 1 year"	"0"	"New Hampshire"	"33"	"2020"	"2020"	17605
	"< 1 year"	"0"	"New Jersey"	"34"	"2011"	"2011"	118048
	"< 1 year"	"0"	"New Jersey"	"34"	"2012"	"2012"	118803
	"< 1 year"	"0"	"New Jersey"	"34"	"2013"	"2013"	119501
	"< 1 year"	"0"	"New Jersey"	"34"	"2014"	"2014"	120117
	"< 1 year"	"0"	"New Jersey"	"34"	"2015"	"2015"	120611
	"< 1 year"	"0"	"New Jersey"	"34"	"2016"	"2016"	120960
	"< 1 year"	"0"	"New Jersey"	"34"	"2017"	"2017"	121246
	"< 1 year"	"0"	"New Jersey"	"34"	"2018"	"2018"	121448
	"< 1 year"	"0"	"New Jersey"	"34"	"2019"	"2019"	121582
	"< 1 year"	"0"	"New Jersey"	"34"	"2020"	"2020"	121680
	"< 1 year"	"0"	"New Mexico"	"35"	"2011"	"2011"	29821
	"< 1 year"	"0"	"New Mexico"	"35"	"2012"	"2012"	29745
	"< 1 year"	"0"	"New Mexico"	"35"	"2013"	"2013"	29601
	"< 1 year"	"0"	"New Mexico"	"35"	"2014"	"2014"	29410
	"< 1 year"	"0"	"New Mexico"	"35"	"2015"	"2015"	29182
	"< 1 year"	"0"	"New Mexico"	"35"	"2016"	"2016"	28905
	"< 1 year"	"0"	"New Mexico"	"35"	"2017"	"2017"	28619
	"< 1 year"	"0"	"New Mexico"	"35"	"2018"	"2018"	28312
	"< 1 year"	"0"	"New Mexico"	"35"	"2019"	"2019"	28011
	"< 1 year"	"0"	"New Mexico"	"35"	"2020"	"2020"	27717
	"< 1 year"	"0"	"New York"	"36"	"2011"	"2011"	257795
	"< 1 year"	"0"	"New York"	"36"	"2012"	"2012"	258618
	"< 1 year"	"0"	"New York"	"36"	"2013"	"2013"	259217
	"< 1 year"	"0"	"New York"	"36"	"2014"	"2014"	259568
	"< 1 year"	"0"	"New York"	"36"	"2015"	"2015"	259646
	"< 1 year"	"0"	"New York"	"36"	"2016"	"2016"	259500
	"< 1 year"	"0"	"New York"	"36"	"2017"	"2017"	259154
	"< 1 year"	"0"	"New York"	"36"	"2018"	"2018"	258674
	"< 1 year"	"0"	"New York"	"36"	"2019"	"2019"	258040
	"< 1 year"	"0"	"New York"	"36"	"2020"	"2020"	257269
	"< 1 year"	"0"	"North Carolina"	"37"	"2011"	"2011"	134195
	"< 1 year"	"0"	"North Carolina"	"37"	"2012"	"2012"	136312
	"< 1 year"	"0"	"North Carolina"	"37"	"2013"	"2013"	138460
	"< 1 year"	"0"	"North Carolina"	"37"	"2014"	"2014"	140665
	"< 1 year"	"0"	"North Carolina"	"37"	"2015"	"2015"	142998
	"< 1 year"	"0"	"North Carolina"	"37"	"2016"	"2016"	145507
	"< 1 year"	"0"	"North Carolina"	"37"	"2017"	"2017"	148164
	"< 1 year"	"0"	"North Carolina"	"37"	"2018"	"2018"	151002
	"< 1 year"	"0"	"North Carolina"	"37"	"2019"	"2019"	153964
	"< 1 year"	"0"	"North Carolina"	"37"	"2020"	"2020"	156972
	"< 1 year"	"0"	"North Dakota"	"38"	"2011"	"2011"	7846
	"< 1 year"	"0"	"North Dakota"	"38"	"2012"	"2012"	7826
	"< 1 year"	"0"	"North Dakota"	"38"	"2013"	"2013"	7785
	"< 1 year"	"0"	"North Dakota"	"38"	"2014"	"2014"	7745
	"< 1 year"	"0"	"North Dakota"	"38"	"2015"	"2015"	7697
	"< 1 year"	"0"	"North Dakota"	"38"	"2016"	"2016"	7640
	"< 1 year"	"0"	"North Dakota"	"38"	"2017"	"2017"	7575
	"< 1 year"	"0"	"North Dakota"	"38"	"2018"	"2018"	7504
	"< 1 year"	"0"	"North Dakota"	"38"	"2019"	"2019"	7424
	"< 1 year"	"0"	"North Dakota"	"38"	"2020"	"2020"	7356
	"< 1 year"	"0"	"Ohio"	"39"	"2011"	"2011"	152178
	"< 1 year"	"0"	"Ohio"	"39"	"2012"	"2012"	151986
	"< 1 year"	"0"	"Ohio"	"39"	"2013"	"2013"	151603
	"< 1 year"	"0"	"Ohio"	"39"	"2014"	"2014"	151040
	"< 1 year"	"0"	"Ohio"	"39"	"2015"	"2015"	150369
	"< 1 year"	"0"	"Ohio"	"39"	"2016"	"2016"	149614
	"< 1 year"	"0"	"Ohio"	"39"	"2017"	"2017"	148859
	"< 1 year"	"0"	"Ohio"	"39"	"2018"	"2018"	148152
	"< 1 year"	"0"	"Ohio"	"39"	"2019"	"2019"	147510
	"< 1 year"	"0"	"Ohio"	"39"	"2020"	"2020"	146941
	"< 1 year"	"0"	"Oklahoma"	"40"	"2011"	"2011"	51001
	"< 1 year"	"0"	"Oklahoma"	"40"	"2012"	"2012"	50964
	"< 1 year"	"0"	"Oklahoma"	"40"	"2013"	"2013"	50900
	"< 1 year"	"0"	"Oklahoma"	"40"	"2014"	"2014"	50848
	"< 1 year"	"0"	"Oklahoma"	"40"	"2015"	"2015"	50811
	"< 1 year"	"0"	"Oklahoma"	"40"	"2016"	"2016"	50816
	"< 1 year"	"0"	"Oklahoma"	"40"	"2017"	"2017"	50876
	"< 1 year"	"0"	"Oklahoma"	"40"	"2018"	"2018"	51012
	"< 1 year"	"0"	"Oklahoma"	"40"	"2019"	"2019"	51228
	"< 1 year"	"0"	"Oklahoma"	"40"	"2020"	"2020"	51524
	"< 1 year"	"0"	"Oregon"	"41"	"2011"	"2011"	51443
	"< 1 year"	"0"	"Oregon"	"41"	"2012"	"2012"	52030
